code,name,medianIncome,youthUnemployment2010,youthUnemployment2013,unemployment2010,unemployment2013,unemploymentChange,reportedCrime,populationChange,hasEducation,asylumCosts,urbanDegree,satisfactionInfluence,satisfactionGeneral,satisfactionElderlyCare,foreignBorn,reportedCrimeVandalism,youngUnskilled,latitude,longitude,population,populationShare65plus,municipalityType,municipalityTypeBroad,refugees,rentalApartments,governing,fokusRanking,foretagsklimatRanking,cars,motorcycles,tractors,snowmobiles
2081,Borlänge,196163,7.8,7.9,7.7,7.4,-0.3,1153,3.8,31.4,124,90.4,NA,NA,NA,17.1,16.8,9.9,60.484304,15.433969,50023,19.5,Municipalities in densely populated regions,Rural,50.9,177.2,Left-wing,73,139,505.42750334846,36.3432820902385,24.8885512664174,27.1275213401835
1384,Kungsbacka,241204,5.9,4.9,5,3.7,-1.3,433,6.5,45.8,423,79.3,45,63,56,8.2,9.8,6.6,57.487492,12.076193,77390,18.9,Suburbs to cities,City,1.9,78.8,Conservative,48,110,518.878408063057,36.8910711978292,24.7447990696472,1.227548778912
2580,Luleå,206110,11.3,9.2,9.3,7.4,-1.9,894,2.7,45.4,494,88.9,47,64,51,11.2,11,7.5,65.584819,22.156703,75383,19.2,Larger towns,Town,13,217.8,Left-wing,36,85,500.444397277901,24.4352174893544,23.5596885239378,86.0273536473741
2480,Umeå,203009,7.8,6.5,6.9,5.7,-1.2,788,5,57.1,454,88.4,41,61,50,12.8,7.4,5.3,63.825847,20.263035,118349,15.7,Larger towns,Town,8.7,234.2,Left-wing,17,124,426.222443789132,25.7458871642346,23.4391503096773,66.9883142231873
2584,Kiruna,228488,9.1,5.5,6.1,4,-2.1,953,0.4,29.8,527,90.4,NA,NA,NA,10.8,11.2,11.2,67.8558,20.225282,23196,20.2,Municipalities in sparsely populated regions,Rural,8.1,186.3,Left-wing,66,273,579.280910501811,22.8056561476117,23.4092084842214,296.689084324884
1230,Staffanstorp,234158,6.8,6.6,4.9,4.7,-0.2,569,4.6,46.5,460,88.9,44,59,48,14.8,12.8,7.6,55.641065,13.212229,22672,18.7,Suburbs to cities,City,5.8,80.7,Conservative,82,16,506.395553987297,36.9177840508116,23.1563161609033,0.0882145377558222
1880,Örebro,200347,8.6,8.5,8.6,7.8,-0.8,1149,6.3,44.7,461,88.3,44,57,46,20,16.4,7.2,59.275263,15.213411,140599,17.7,Larger towns,Town,24.5,277.7,Mixed,13,116,445.124076273658,25.6687458659023,23.0869351844608,3.49931365087945
1780,Karlstad,199197,8.4,8.2,8.1,7.6,-0.5,776,4.5,46.7,373,89.3,47,64,51,13.4,11.8,5.6,59.379136,13.500804,87786,19.6,Larger towns,Town,10.8,220.6,Mixed,26,60,471.476089581482,30.0047843619712,22.9649374615542,4.04392499943043
1380,Halmstad,203764,7.9,9.2,7.3,7.4,0.100000000000001,1076,4.3,40.4,122,90.7,NA,NA,NA,19.3,12.4,7.2,56.674375,12.857788,94084,20.3,Larger towns,Town,7.53,213.5,Conservative,22,93,486.692742655499,32.5985289741082,22.8838059606309,0.531439989796352
1488,Trollhättan,195484,14.4,14.4,12.2,13.1,0.9,1138,3.8,36.1,362,90.6,NA,NA,NA,23.1,13.5,7.5,58.283489,12.285821,56573,18.4,Larger towns,Town,35.6,196.1,Left-wing,76,138,472.133349831192,28.1229561805101,22.6786629664328,3.09334841708942
0580,Linköping,203774,7.1,6.1,7,6.2,-0.8,747,5.9,52.7,330,89.4,NA,NA,NA,18.4,14.8,5.1,58.410807,15.621373,150202,17.2,Larger towns,Town,24,253.6,Mixed,12,34,421.918483109413,25.0595864236162,21.3379315854649,1.07188985499527
1907,Surahammar,195314,14.6,14.7,9.4,8.4,-1,722,-2.3,21.6,1502,92.1,NA,NA,NA,19.2,11.4,14,59.707226,16.226841,9834,24.3,Commuter municipalities,Rural,34.8,105.3,Left-wing,253,238,547.386617856416,45.8612975391499,21.2527964205817,14.2363229611552
1261,Kävlinge,233656,4.2,6.9,4.7,5,0.3,507,4.8,43.3,255,90.5,43,61,61,10.4,10.9,6.9,55.794,13.110429,29600,18,Suburbs to larger towns,City,3.8,98.9,Conservative,63,32,527.871621621622,44.2905405405405,21.2162162162162,0.912162162162162
1883,Karlskoga,193030,12.4,11.2,9.8,8.7,-1.1,875,-0.5,28.8,677,91.3,NA,NA,NA,15.3,16.2,11.4,59.328634,14.536414,29728,24.4,Manufacturing municipalities,Rural,19.9,126.3,Left-wing,107,247,507.602260495156,38.5495156081808,20.8893972012917,5.41576964477933
0484,Eskilstuna,190990,13.9,12.8,12.3,11.9,-0.4,1444,5.2,33.7,347,88.2,35,56,45,25.9,25.1,10,59.371249,16.509804,99729,19.5,Larger towns,Town,39.2,224.8,Left-wing,54,180,448.415205206109,28.4872003128478,20.535651615879,3.18864121769997
0115,Vallentuna,248185,2.8,2.8,3,2.6,-0.4,851,9.2,41.8,473,82.3,37,56,51,15.8,14.8,9,59.5357,18.078017,31616,14.9,Suburbs to cities,City,7.488,14.1,Conservative,44,69,450.879301619433,35.4567307692308,19.8317307692308,5.25050607287449
1980,Västerås,206417,10.4,10,8.4,8.4,0,944,5.9,46.3,498,86.1,NA,NA,NA,20.3,12.2,9.5,59.6099,16.544809,85822,18.2,Larger towns,Town,20.9,171.1,Mixed,15,39,754.94628416956,39.7450537158304,19.3773158397614,7.52720747593857
0380,Uppsala,209707,4.4,3.7,5.2,4.6,-0.600000000000001,904,7.6,58.3,592,87.3,NA,NA,NA,22.1,13.5,5.2,59.858564,17.638927,205199,16,Larger towns,Town,11.3,162.9,Conservative,4,123,378.179230892938,19.4689057938879,19.1375201633536,5.16571718185761
0581,Norrköping,195771,9.2,11.8,9.5,10.3,0.800000000000001,1176,4.4,35.8,643,90.1,NA,NA,NA,20.6,12.4,9.2,58.587745,16.192421,133749,18.8,Larger towns,Town,30.7,234.9,Left-wing,34,189,432.287344204443,28.0076860387741,19.1178999469155,1.18131724349341
0192,Nynäshamn,209115,5.1,6.8,5.5,6.1,0.6,1691,5.1,29.2,557,80.3,37,47,45,18.4,18.7,15.1,58.902926,17.946529,26796,21.1,Suburbs to cities,City,8.6,151.7,Mixed,86,243,419.428272876549,35.303776683087,19.0700104493208,3.69458128078818
1490,Borås,200005,8,7.9,7.8,7.2,-0.6,1045,4.4,35.6,502,89.6,43,60,45,23.4,10.8,9.7,57.721035,12.939819,105995,19.1,Larger towns,Town,21,211.3,Mixed,31,36,463.767158828247,29.8976366809755,18.6801264210576,0.93400632105288
2460,Vännäs,244117,12.1,14.7,6.6,7.2,0.600000000000001,832,6.4,39.9,688,75.7,32,46,50,13.3,11.7,10.4,63.908007,19.752965,39784,15.6,Commuter municipalities,Rural,17.9,112.4,Left-wing,115,236,114.945706816811,8.6718278705007,18.4747637241102,29.5847576915343
0140,Nykvarn,250676,5,6.6,4,4,0,515,5.4,32.8,678,75.4,38,53,53,12.6,8.6,12.5,59.178177,17.427816,9523,16.4,Suburbs to larger towns,City,5.7,77.7,Conservative,106,146,490.076656515804,40.1134096398194,17.8515173789772,4.83041058489972
1233,Vellinge,247377,4.5,5.2,4.2,4.3,0.0999999999999996,402,2.9,51,57,90.5,NA,NA,NA,9.3,8.1,5.7,55.473533,13.021845,33807,21.9,Suburbs to cities,City,1.2,40.2,Conservative,64,5,549.087467092614,31.1769751826545,17.2745289437099,0.325376401337001
0125,Ekerö,256681,2,2.5,2.7,2.8,0.0999999999999996,634,6.4,46.5,338,72.9,NA,NA,NA,13.3,13.9,9.2,59.279834,17.790225,26355,16.3,Suburbs to cities,City,4.1,49.4,Conservative,68,58,452.21020679188,33.8835135647885,16.9607285145134,4.40144185164105
2180,Gävle,200990,13.2,13.5,10.9,10.9,0,1107,4,38.1,288,92.5,33,49,42,15.6,11.8,9.4,60.67488,17.141273,97236,19.7,Larger towns,Town,24.8,217.4,Left-wing,52,235,448.835822123493,33.958616150397,15.7760500226254,21.4118227816858
1982,Fagersta,195248,13.2,16.2,8.1,9.5,1.4,1103,4.9,22.8,1610,89.4,NA,NA,NA,23.6,10.4,11.7,59.989144,15.816642,12872,23.5,Manufacturing municipalities,Rural,59.6,118.9,Left-wing,196,265,499.844623990056,27.4238657551274,15.6929770043505,12.2747047855811
1441,Lerum,238430,5.3,4.3,4.6,3.4,-1.2,511,3.2,44.4,279,88.5,38,55,53,11.2,13.8,7.6,57.769484,12.26882,39319,17.6,Suburbs to cities,City,5.3,50.7,Conservative,67,75,474.477987741296,36.1911544037234,14.1661792008952,1.16991785142043
0120,Värmdö,210609,3.6,3.7,3.9,3.6,-0.3,700,1,29.2,553,78.2,NA,NA,NA,23,9.2,9.8,59.333333,18.383333,33155,20.6,Suburbs to cities,City,8.7,58.5,Conservative,51,176,508.158648770924,36.5254109485749,13.4519680289549,8.77695671844367
0883,Västervik,209520,13.2,13.5,9.3,9.2,-0.100000000000001,1126,5.5,42.6,301,93.3,43,62,50,23.1,21.7,11.8,57.757716,16.636976,142131,19.3,Municipalities in densely populated regions,Rural,15.7,172.2,Mixed,159,169,127.50912890221,9.70231687668419,12.9035889425952,0.802076957173312
1282,Landskrona,182892,13.4,14.3,11.3,11.7,0.399999999999999,1251,5.4,30.4,110,92.7,NA,NA,NA,32.2,16.8,12.1,55.870348,12.83008,43073,19.7,Municipalities in densely populated regions,Rural,20.8,239.9,Conservative,75,130,396.884359111276,25.5612564715715,12.8154528358833,0.325029600910083
0191,Sigtuna,214359,6.4,5.6,6.2,6,-0.2,1572,13,34.2,3014,85.5,45,57,47,34.7,39.2,13.2,59.619146,17.723419,43372,14.9,Commuter municipalities,Rural,11.8,166.1,Mixed,60,21,402.010513695472,25.5003227888961,12.3812597989486,4.03486120077469
1401,Härryda,184995,7,5.1,5.1,3.8,-1.3,1059,0.4,31.6,357,79.2,NA,NA,NA,16.6,9.3,7.8,57.691744,12.294416,50227,22.6,Suburbs to cities,City,6.4,76.5,Conservative,37,9,328.727576801322,29.9838732156012,12.1448623250443,0.895932466601629
1281,Lund,202153,3.1,2.7,4.3,4.1,-0.2,772,6.5,71.3,312,94.7,NA,NA,NA,22.9,10.7,3,55.70466,13.191007,114291,15.5,Larger towns,Town,8.5,219.6,Conservative,3,65,495.419586844108,20.8152872929627,12.0394431757531,0.726216412490922
1262,Lomma,261094,3.4,2.9,3.3,3,-0.3,325,10,63.5,330,95.7,47,63,54,9.7,6.7,3.7,55.670667,13.077576,22496,20.6,Suburbs to cities,City,3.6,24.2,Conservative,56,47,499.866642958748,30.5387624466572,11.8243243243243,0.711237553342817
0117,Österåker,241201,5.2,4.2,3.8,3.5,-0.3,773,4.6,40.4,283,86.8,30,46,45,16.3,13.2,9.2,59.481773,18.297938,40495,17.6,Suburbs to cities,City,5.6,62.6,Conservative,71,37,448.228176318064,28.7689838251636,10.4457340412397,6.42054574638844
0139,Upplands-Bro,222258,5.7,5.8,5.9,6.2,0.3,1048,8.9,35.2,392,90.2,41,53,46,28.7,26.9,13.3,59.509473,17.614412,24703,16,Suburbs to cities,City,8.9,160.3,Conservative,88,31,404.120956968789,25.6648990001214,9.99878557260252,4.29097680443671
1761,Hammarö,222546,9.8,8.9,7.4,6.2,-1.2,304,3.3,47.1,481,90.7,47,60,54,7.5,6.7,5.3,59.289306,13.517713,15136,18.1,Suburbs to larger towns,City,2.6,63.8,Mixed,96,70,532.042811839323,37.196088794926,9.84408033826639,3.63372093023256
1283,Helsingborg,198973,9.6,9.1,8.7,8.6,-0.0999999999999996,1441,4.9,39.2,124,95.6,40,60,48,26.6,19,9.2,56.046467,12.694512,132989,18.8,Larger towns,Town,15.7,211.9,Conservative,18,23,435.254043567513,24.603538638534,9.70005038010662,0.263179661475761
0181,Södertälje,195145,7.9,9.3,10,11.3,1.3,1461,7.5,32.9,320,91,31,49,44,43.3,21.6,16.9,59.195363,17.625689,91072,16,Larger towns,Town,77.3,239.6,Left-wing,38,199,377.108222066058,19.2045853829937,8.99288475052706,2.03135980323261
0187,Vaxholm,257450,2.1,2.1,2.9,2.4,-0.5,733,4.1,53,581,85.9,34,48,37,12.7,6.8,7.1,59.403297,18.32638,11188,18.1,Suburbs to cities,City,5,61.2,Conservative,50,118,422.059349302824,23.7754737218448,8.58062209510189,7.15051841258491
1481,Mölndal,230231,6.5,4.4,5.7,4.4,-1.3,762,3.6,50.1,3436,95.3,NA,NA,NA,17.8,14.3,6.8,57.65,12.016667,61978,16.1,Suburbs to cities,City,10.7,138.1,Conservative,5,35,436.945367711123,30.3817483623221,8.01897447481364,0.500177482332441
2463,Åsele,209246,12.9,10.9,11.9,11.2,-0.700000000000001,660,2.6,36.8,808,81.4,NA,NA,NA,12.9,9.9,12.1,64.160234,17.353615,39866,22.9,Sparsely populated municipalities,Rural,38.8,148.4,Left-wing,286,287,42.2665930868409,2.68399137109316,7.29945316811318,17.6591581799027
0136,Haninge,215441,5.8,6.5,5.5,6,0.5,1224,8,30.2,391,93.8,41,54,60,29.9,23.4,14.6,59.182724,18.151091,80932,15.3,Suburbs to cities,City,10.8,116.9,Conservative,29,87,364.058715959077,24.5514753126081,6.19038204912766,3.0148766866011
0481,Oxelösund,196820,11.7,11.7,7.6,8.1,0.5,965,2.1,26.3,192,97.1,38,51,45,19.4,12.4,11.7,58.670174,17.103733,11403,27.4,Manufacturing municipalities,Rural,11.7,149.5,Left-wing,152,134,484.433920898009,29.7290186792949,5.78795053933175,2.63088660878716
0162,Danderyd,304084,1.4,1.2,2.5,2.1,-0.4,407,4.4,73.5,597,99.9,53,67,64,18.7,10,3.3,59.407905,18.019075,32222,19.9,Suburbs to cities,City,4.9,48.7,Conservative,20,7,501.21035317485,14.958723853268,4.81037800260691,3.19657376947427
1231,Burlöv,193103,11.5,10.4,8.8,8.9,0.0999999999999996,1040,5.4,34.3,336,98,36,51,53,38,15.5,13,55.633333,13.1,17114,18,Suburbs to cities,City,21.1,167.6,Mixed,70,129,444.548323010401,25.3009232207549,4.49924038798644,0.17529508005142
1407,Öckerö,224409,5.8,5.4,4.6,3.5,-1.1,318,2.6,39.8,804,97.3,NA,NA,NA,5.3,6.4,8.7,57.711741,11.648789,12574,22.2,Suburbs to cities,City,1,43.5,Conservative,91,26,445.602035947193,40.6394146651821,4.05598854779704,3.89693017337363
0114,Upplands Väsby,221707,4.5,5.1,5.1,5.3,0.2,1296,8.4,35.9,82,97.7,41,54,42,32,18.5,11.7,59.51961,17.92834,41449,16.5,Suburbs to cities,City,19.5,107.1,Mixed,30,3,396.873265941277,22.9679847523463,4.00492171101836,3.16051050688798
1280,Malmö,178772,8.8,10.2,8.8,10.1,1.3,1437,9.2,52.7,980,99.5,NA,NA,NA,39.1,21,7,55.604981,13.003822,312994,15.4,Cities,City,25.3,212,Left-wing,25,91,357.847115280165,13.2111158680358,3.95215243742692,0.182112117165185
0160,Täby,272947,2.5,2.1,2.9,2.7,-0.2,587,6.5,59.8,11,99.6,NA,NA,NA,19.5,25.6,5.3,59.4419,18.07033,66292,19.1,Suburbs to cities,City,3.2,29.8,Conservative,11,12,427.743920835093,19.7007180353587,3.48458335847463,3.51475291136185
1402,Partille,231129,5.1,5.5,5.3,4.6,-0.7,669,6.9,47.2,238,99,40,58,46,18.9,10,7.4,57.761857,12.134718,36147,16.5,Suburbs to cities,City,6.3,141.6,Conservative,24,30,411.624754474784,24.815337372396,3.29211276177829,0.746949954353058
1480,Göteborg,202708,7.5,7.2,8,7.1,-0.9,1285,6.6,54.3,107,98.9,NA,NA,NA,28.9,34.1,6.3,57.70887,11.97456,533271,15.2,Cities,City,20.1,267.2,Left-wing,6,167,333.856519480714,16.2900288971274,3.26475656842393,0.459428695728813
0127,Botkyrka,192100,5.8,7.1,8.1,9.6,1.5,1584,9.4,33,953,97.4,37,52,48,51.6,22.1,15.3,59.245941,17.840858,87580,13.5,Suburbs to cities,City,24.8,163.6,Left-wing,41,159,316.487782598767,17.5953414021466,3.23133135419045,1.81548298698333
0186,Lidingö,262232,1.2,1.3,2.9,3.3,0.4,480,4.8,62.6,392,98.3,NA,NA,NA,19.3,9.3,5.3,59.36296,18.1468,45178,20.1,Suburbs to cities,City,8.7,119.1,Conservative,9,18,380.096507149498,15.9369604674842,3.16525742618088,2.74469874717783
0128,Salem,239408,4.9,4.1,4.3,4.4,0.100000000000001,694,5.4,40.9,450,98.8,49,61,61,21.5,18.3,13.5,59.2,17.766667,16001,17,Suburbs to cities,City,11.6,70,Conservative,95,56,380.601212424223,22.936066495844,3.12480469970627,3.24979688769452
0163,Sollentuna,251849,4.3,4,4.7,4.4,-0.3,842,9.7,54.8,362,99.9,NA,NA,NA,28.4,19,7.7,59.43911,17.94148,68145,15.4,Suburbs to cities,City,9.3,91.5,Conservative,17,2,424.095678332966,19.5025313669381,3.0523149167217,3.84474282779368
0182,Nacka,255022,3.2,3.2,4.2,4.2,0,719,10.2,55,59,98.8,46,61,54,23,17.9,6.9,59.307903,18.156042,94423,15.4,Suburbs to cities,City,6.2,74.8,Conservative,7,6,480.306704934179,20.2387130254281,2.94419791788018,2.71120383804793
0184,Solna,237650,3.4,3.3,4,4.2,0.2,1182,11.4,69.9,1499,100,34,51,44,33,18,5.9,59.368879,18.008433,72740,16,Suburbs to cities,City,7,205.1,Conservative,2,1,561.314270002749,13.9950508660984,2.66703326917789,2.99697552928238
0180,Stockholm,234360,3.8,4.2,5.3,5.4,0.100000000000001,1776,10.8,61.4,10,100,NA,NA,NA,28.5,32.3,6.5,59.329323,18.068581,897700,14.3,Cities,City,15.9,223,Conservative,1,22,359.089896401916,13.233819761613,2.62559875236716,1.91043778545171
0126,Huddinge,222313,4.2,4.6,5.9,5.9,0,1319,8.9,42.7,225,99.2,44,56,51,35.6,19.2,10.6,59.23633,17.982156,102557,13.1,Suburbs to cities,City,17.3,130.7,Conservative,9,103,347.874840332693,22.2900435855183,2.59367961231315,2.69118636465575
0123,Järfälla,227460,3.8,5,5.6,6.9,1.3,1105,7.5,42.3,0,99.8,43,58,55,33.3,14.1,11,59.410065,17.836804,69167,17.6,Suburbs to cities,City,18.7,110.8,Conservative,10,59,379.8053985282,19.517978226611,2.51565052698541,3.02167218471236
0138,Tyresö,239204,3.5,5.3,3.7,4.4,0.7,942,4.6,39.9,685,99.1,36,56,49,18.7,26,10.1,59.242595,18.283392,44281,16.6,Suburbs to cities,City,5.5,88.5,Conservative,35,43,370.971748605497,28.2513945032858,2.50671845712608,3.83911835776066
0183,Sundbyberg,223160,4.9,6,5.7,6.8,1.1,1384,18.1,52.9,421,100,NA,NA,NA,34.2,17.9,9,59.367047,17.966309,42626,13.1,Suburbs to cities,City,24.1,271.7,Mixed,14,17,271.688640735701,13.4894196030592,1.38413175057477,1.59527049218787
